CarID,Brand,Model,Country,PlantLocation,YearOfManufacture,FuelType,Transmission,Segment,UnitsProduced,AverageCostPerUnit,TotalProductionCost,ElectricVehicle,DefectRate(%)
C1235,BMW,A-Class,Germany,Munich,2012,Diesel,Automatic,Crossover,26740,49313,1318629620,No,2.65
C1236,Mercedes,Corolla,China,Chennai,2013,Petrol,Automatic,Hatchback,11422,77857,889282654,No,2.25
C1237,Ford,Corolla,Germany,Nagoya,2010,Hybrid,Automatic,Sedan,64698,55900,3616618200,No,1.18
C1238,Honda,3 Series,China,Monterrey,2015,Hybrid,Manual,Hatchback,59239,51098,3026994422,No,0.65
C1239,Nissan,Optima,Brazil,Monterrey,2013,Hybrid,Automatic,Truck,74102,18294,1355621988,No,1.49
C1240,Mercedes,Corolla,China,Monterrey,2010,Petrol,Automatic,Hatchback,12589,72580,913709620,No,2.35
C1241,Mercedes,Passat,South Korea,Nagoya,2011,Electric,Manual,Crossover,33100,48101,1592143100,Yes,2.25
C1242,Hyundai,Civic,India,Chennai,2024,Electric,Manual,Truck,46676,35059,1636413884,Yes,1.4
C1243,Nissan,Optima,China,Monterrey,2012,Hybrid,Automatic,Truck,8667,50626,438775542,No,2.19
C1244,Toyota,Passat,Germany,São Paulo,2018,Diesel,Automatic,Hatchback,78852,30703,2420992956,No,2.87
C1245,Kia,Optima,France,Nagoya,2022,Petrol,Automatic,Coupe,21664,71417,1547177888,No,0.19
C1246,Tesla,Passat,South Korea,Nagoya,2017,Hybrid,Automatic,Crossover,31915,69228,2209411620,No,1.63
C1247,Tesla,A-Class,France,Seoul,2016,Petrol,Automatic,Coupe,74153,13205,979190365,No,2.68
C1248,BMW,Passat,Mexico,Seoul,2022,Petrol,Automatic,Crossover,72395,44929,3252634955,No,1.96
C1249,BMW,Mustang,Mexico,Detroit,2024,Electric,Manual,Crossover,76329,43411,3313518219,Yes,2.32
C1250,Tesla,Passat,Germany,São Paulo,2020,Hybrid,Automatic,Coupe,59150,21628,1279296200,No,1.86
C1251,Toyota,Model X,Mexico,São Paulo,2021,Electric,Automatic,SUV,59481,16518,982507158,Yes,3.47
C1252,Ford,Model X,UK,Detroit,2023,Hybrid,Automatic,Truck,75368,48491,3654669688,No,0.29
C1253,Volkswagen,Altima,Brazil,São Paulo,2013,Petrol,Automatic,Hatchback,1115,17946,20009790,No,1.77
C1254,Kia,Mustang,South Korea,Shanghai,2010,Electric,Automatic,Coupe,46112,10610,489248320,Yes,0.41
C1255,Ford,Mustang,France,Paris,2017,Petrol,Automatic,Coupe,78437,79838,6262253206,No,0.64
C1256,Hyundai,Civic,Germany,Monterrey,2013,Hybrid,Manual,Hatchback,42436,44311,1880381596,No,1.4
C1257,Volkswagen,Mustang,UK,Seoul,2012,Diesel,Automatic,Truck,29872,51876,1549639872,No,0.63
C1258,Volkswagen,Civic,Germany,Detroit,2018,Electric,Automatic,Hatchback,68375,60333,4125268875,Yes,3.38
C1259,Nissan,Altima,UK,Detroit,2019,Electric,Automatic,Crossover,62200,61298,3812735600,Yes,3.32
C1260,Toyota,Altima,Mexico,São Paulo,2013,Petrol,Automatic,SUV,8609,51811,446040899,No,1.24
C1261,Toyota,A-Class,Mexico,Nagoya,2013,Petrol,Automatic,Crossover,24258,52974,1285043292,No,2.28
C1262,Volkswagen,Model X,China,London,2023,Diesel,Manual,SUV,13817,29856,412520352,No,1.91
C1263,Nissan,Passat,USA,Munich,2018,Electric,Manual,Hatchback,69501,54830,3810739830,Yes,2.87
C1264,Kia,Passat,Germany,Munich,2022,Hybrid,Automatic,Crossover,51923,55823,2898497629,No,2.23
C1265,Volkswagen,3 Series,China,Detroit,2021,Hybrid,Automatic,Truck,26122,77078,2013431516,No,0.1
C1266,Honda,3 Series,South Korea,Monterrey,2020,Electric,Manual,Crossover,7300,77951,569042300,Yes,2.69
C1267,BMW,Elantra,China,Shanghai,2021,Electric,Automatic,Coupe,36039,22905,825473295,Yes,2.64
C1268,BMW,Optima,Japan,Monterrey,2023,Electric,Automatic,SUV,3100,31601,97963100,Yes,1.83
C1269,Ford,A-Class,Mexico,Detroit,2011,Diesel,Automatic,SUV,71554,50955,3646034070,No,3.17
C1270,Hyundai,Elantra,Japan,Monterrey,2023,Hybrid,Manual,Truck,29869,58435,1745395015,No,3.19
C1271,BMW,Elantra,Germany,Seoul,2021,Hybrid,Automatic,SUV,17189,34044,585182316,No,1.88
C1272,Mercedes,Corolla,France,Monterrey,2014,Petrol,Manual,SUV,38969,21246,827935374,No,2.17
C1273,Ford,Corolla,France,São Paulo,2024,Petrol,Manual,Truck,1458,12458,18163764,No,3.49
C1274,BMW,Elantra,South Korea,São Paulo,2013,Electric,Automatic,Crossover,60512,68507,4145495584,Yes,1.12
C1275,Hyundai,Mustang,China,Shanghai,2018,Petrol,Manual,Hatchback,69574,16028,1115132072,No,1.2
C1276,Toyota,Optima,France,Seoul,2021,Diesel,Manual,Crossover,60521,61901,3746310421,No,0.72
C1277,Toyota,A-Class,UK,London,2014,Hybrid,Automatic,Coupe,51282,16306,836204292,No,3.15
C1278,Kia,Elantra,UK,Nagoya,2018,Hybrid,Automatic,Coupe,76019,37678,2864243882,No,2.63
C1279,Volkswagen,Passat,South Korea,Seoul,2020,Petrol,Automatic,SUV,59815,22363,1337642845,No,0.46
C1280,Honda,Optima,Brazil,Chennai,2018,Electric,Automatic,Coupe,25142,24066,605067372,Yes,3.44
C1281,Toyota,Corolla,Mexico,Paris,2023,Petrol,Automatic,Hatchback,79503,73804,5867639412,No,2.59
C1282,Nissan,Passat,China,Detroit,2011,Electric,Automatic,SUV,705,58544,41273520,Yes,2.99
C1283,BMW,Corolla,Germany,Chennai,2023,Diesel,Automatic,Coupe,12942,10189,131866038,No,0.26
C1284,Nissan,Corolla,India,Shanghai,2024,Hybrid,Manual,Sedan,6191,21752,134666632,No,1.82
C1285,Hyundai,Optima,India,Chennai,2018,Diesel,Automatic,Sedan,39409,17482,688948138,No,2.48
C1286,Toyota,Corolla,India,São Paulo,2012,Hybrid,Automatic,Sedan,20004,26679,533686716,No,1.95
C1287,Honda,Altima,France,Monterrey,2013,Diesel,Automatic,Sedan,64770,10799,699451230,No,2.37
C1288,Hyundai,Model X,Brazil,Nagoya,2010,Petrol,Automatic,Crossover,58551,19934,1167155634,No,2.88
C1289,Mercedes,Altima,Brazil,Munich,2023,Diesel,Automatic,Sedan,39298,67558,2654894284,No,1.37
C1290,Mercedes,Model X,China,Detroit,2010,Diesel,Automatic,SUV,49830,69223,3449382090,No,2.99
C1291,Nissan,3 Series,China,Munich,2010,Petrol,Automatic,Truck,79419,51556,4094525964,No,0.65
C1292,Volkswagen,3 Series,Brazil,Monterrey,2018,Hybrid,Manual,Crossover,42216,19909,840478344,No,1.02
C1293,Ford,Corolla,South Korea,São Paulo,2020,Hybrid,Manual,Truck,75124,53558,4023491192,No,0.25
C1294,Volkswagen,A-Class,China,São Paulo,2017,Petrol,Automatic,SUV,47482,38013,1804933266,No,1.34
C1295,Kia,A-Class,South Korea,Monterrey,2014,Diesel,Manual,SUV,27944,32875,918659000,No,1.39
C1296,Volkswagen,Model X,Japan,Detroit,2014,Diesel,Manual,Hatchback,25234,21408,540209472,No,2.84
C1297,Kia,Passat,UK,Munich,2018,Diesel,Automatic,Crossover,42245,45607,1926667715,No,2.32
C1298,Kia,Optima,Mexico,Seoul,2012,Electric,Manual,Truck,35071,71684,2514029564,Yes,1.58
C1299,Honda,Corolla,China,São Paulo,2012,Hybrid,Manual,Sedan,15889,46281,735358809,No,2.32
C1300,Toyota,Optima,Brazil,Munich,2016,Diesel,Automatic,SUV,45538,37326,1699751388,No,0.28
C1301,Honda,Altima,UK,London,2018,Hybrid,Automatic,Sedan,73295,23601,1729835295,No,0.71
C1302,Kia,A-Class,UK,Munich,2015,Diesel,Automatic,Truck,45668,11135,508513180,No,2.23
C1303,Hyundai,Mustang,USA,London,2023,Petrol,Automatic,Crossover,78582,32741,2572853262,No,2.28
C1304,Mercedes,Altima,Brazil,London,2011,Petrol,Manual,Coupe,68190,21913,1494247470,No,2.73
C1305,Kia,Altima,Mexico,São Paulo,2010,Hybrid,Automatic,Coupe,74802,20101,1503595002,No,1.47
C1306,Honda,Model X,Brazil,Detroit,2011,Hybrid,Manual,SUV,11730,28631,335841630,No,2.56
C1307,Hyundai,Civic,China,Shanghai,2023,Petrol,Manual,Hatchback,6402,46870,300061740,No,2.43
C1308,Honda,Altima,Germany,São Paulo,2023,Electric,Automatic,Sedan,67258,58985,3967213130,Yes,3.38
C1309,Volkswagen,Corolla,Japan,Detroit,2010,Petrol,Automatic,SUV,27550,37215,1025273250,No,0.83
C1310,BMW,Elantra,South Korea,Detroit,2019,Diesel,Automatic,Hatchback,75086,72110,5414451460,No,1.98
C1311,Nissan,Elantra,Germany,Chennai,2019,Electric,Automatic,Sedan,69610,29215,2033656150,Yes,2.15
C1312,Ford,Corolla,Japan,Monterrey,2018,Petrol,Automatic,Truck,77193,24024,1854484632,No,3.5
C1313,Honda,Civic,Germany,Monterrey,2024,Electric,Automatic,Coupe,20075,55483,1113821225,Yes,0.78
C1314,Ford,Civic,South Korea,Monterrey,2019,Electric,Automatic,Hatchback,59440,20511,1219173840,Yes,1.88
C1315,Tesla,Model X,France,Paris,2024,Electric,Manual,Sedan,40744,29923,1219182712,Yes,1.28
C1316,Honda,A-Class,Brazil,São Paulo,2021,Hybrid,Automatic,SUV,15462,20558,317867796,No,1.89
C1317,BMW,Optima,Germany,Detroit,2023,Petrol,Automatic,Sedan,77832,10526,819259632,No,0.89
C1318,Ford,Civic,China,Chennai,2022,Hybrid,Automatic,SUV,24950,11753,293237350,No,0.26
C1319,Kia,Mustang,Mexico,London,2017,Hybrid,Manual,Coupe,53994,36248,1957174512,No,2.05
C1320,Honda,Model X,India,Shanghai,2024,Diesel,Automatic,Coupe,45537,24656,1122760272,No,1.24
C1321,Toyota,3 Series,China,Shanghai,2016,Diesel,Automatic,Sedan,30541,33266,1015976906,No,0.72
C1322,Nissan,Passat,South Korea,London,2024,Electric,Manual,Sedan,11215,74555,836134325,Yes,1.2
C1323,BMW,3 Series,Mexico,Munich,2012,Electric,Automatic,SUV,22303,72995,1628007485,Yes,0.27
C1324,Ford,Model X,China,Munich,2017,Diesel,Automatic,SUV,69406,75402,5233351212,No,3.33
C1325,BMW,Altima,UK,Monterrey,2011,Diesel,Automatic,Hatchback,62226,64176,3993415776,No,2.08
C1326,Hyundai,Optima,Brazil,São Paulo,2011,Petrol,Manual,Hatchback,2408,51733,124573064,No,2.87
C1327,Nissan,Passat,Mexico,Paris,2020,Electric,Automatic,Hatchback,37575,24418,917506350,Yes,1.54
C1328,Kia,3 Series,UK,Chennai,2019,Electric,Automatic,Sedan,65087,47185,3071130095,Yes,3.17
C1329,Honda,Passat,China,Shanghai,2012,Diesel,Automatic,Crossover,54148,51745,2801888260,No,1.74
C1330,Honda,Mustang,Japan,Monterrey,2016,Petrol,Manual,Crossover,21634,63787,1379967958,No,2.05
C1331,Honda,Mustang,USA,Nagoya,2010,Diesel,Automatic,Crossover,56643,62035,3513848505,No,1.77
C1332,Nissan,Mustang,Japan,Monterrey,2017,Diesel,Automatic,Crossover,69623,75984,5290234032,No,2.59
C1333,Toyota,Model X,Brazil,Nagoya,2021,Hybrid,Manual,Hatchback,45653,62462,2851577686,No,2.03
C1334,Tesla,Optima,Mexico,Seoul,2016,Electric,Automatic,Sedan,2913,47353,137939289,Yes,1.02
C1335,Mercedes,Model X,Mexico,Detroit,2013,Petrol,Manual,Crossover,23055,58302,1344152610,No,0.59
C1336,Volkswagen,Elantra,Brazil,London,2023,Hybrid,Manual,Coupe,11452,32435,371445620,No,2.16
C1337,Ford,Altima,UK,Detroit,2024,Electric,Manual,Truck,69493,67728,4706621904,Yes,1.76
C1338,Toyota,Altima,USA,Monterrey,2014,Diesel,Automatic,Coupe,74500,11238,837231000,No,0.43
C1339,Kia,Mustang,China,Detroit,2019,Petrol,Automatic,Sedan,67186,23049,1548570114,No,1.45
C1340,Ford,Elantra,South Korea,Chennai,2022,Electric,Manual,Sedan,32764,67193,2201511452,Yes,1.85
C1341,Honda,Civic,Japan,Seoul,2010,Diesel,Manual,Truck,48053,45584,2190447952,No,2.91
C1342,BMW,Civic,Japan,Paris,2013,Hybrid,Automatic,SUV,54859,76634,4204064606,No,0.36
C1343,Kia,Mustang,India,Seoul,2024,Petrol,Manual,SUV,10308,24679,254391132,No,1.28
C1344,Ford,3 Series,USA,Shanghai,2010,Electric,Automatic,SUV,52830,44505,2351199150,Yes,2.9
C1345,Honda,Model X,South Korea,Chennai,2010,Hybrid,Automatic,Hatchback,38845,61341,2382791145,No,2.3
C1346,Ford,Mustang,Japan,Detroit,2019,Diesel,Automatic,SUV,70117,60374,4233243758,No,1.09
C1347,BMW,A-Class,South Korea,Paris,2010,Diesel,Manual,Hatchback,39722,56998,2264074556,No,2.97
C1348,Honda,Passat,China,Detroit,2016,Electric,Automatic,Hatchback,58255,65701,3827411755,Yes,1.78
C1349,Tesla,Altima,Mexico,São Paulo,2016,Diesel,Automatic,SUV,9433,54859,517484947,No,1.79
C1350,Toyota,Civic,South Korea,São Paulo,2013,Petrol,Manual,SUV,68707,43178,2966630846,No,3.42
C1351,Hyundai,Corolla,Japan,Munich,2024,Electric,Automatic,Truck,44239,37575,1662280425,Yes,3.32
C1352,Volkswagen,Civic,UK,Seoul,2022,Hybrid,Automatic,Crossover,48238,29329,1414772302,No,1.32
C1353,Nissan,Altima,USA,Paris,2021,Electric,Automatic,Truck,22383,67254,1505346282,Yes,0.58
C1354,Volkswagen,Passat,Brazil,São Paulo,2011,Electric,Automatic,Hatchback,43901,50068,2198035268,Yes,1.21
C1355,Kia,Altima,Germany,Munich,2021,Hybrid,Automatic,Truck,15880,68951,1094941880,No,0.2
C1356,Volkswagen,Corolla,France,Chennai,2012,Diesel,Manual,Hatchback,18712,45171,845239752,No,0.17
C1357,Honda,Mustang,France,Paris,2017,Hybrid,Automatic,Sedan,28674,18262,523644588,No,1.44
C1358,Tesla,Elantra,Germany,Munich,2022,Petrol,Manual,Hatchback,7361,53270,392120470,No,3.3
C1359,Hyundai,Corolla,South Korea,London,2017,Diesel,Automatic,Hatchback,6594,30785,202996290,No,3.06
C1360,Toyota,Altima,USA,Paris,2020,Electric,Automatic,Truck,51819,49469,2563434111,Yes,1.84
C1361,Toyota,Altima,South Korea,Monterrey,2020,Diesel,Automatic,Crossover,47228,78831,3723030468,No,2.02
C1362,BMW,A-Class,Brazil,Munich,2015,Diesel,Automatic,Sedan,24863,55643,1383451909,No,0.12
C1363,Nissan,A-Class,USA,Detroit,2024,Petrol,Automatic,Coupe,39800,77657,3090748600,No,0.83
C1364,Ford,Optima,Germany,Monterrey,2019,Diesel,Automatic,Coupe,55308,13582,751193256,No,0.18
C1365,Tesla,A-Class,South Korea,London,2018,Diesel,Automatic,Crossover,6443,40280,259524040,No,2.67
C1366,Ford,Model X,India,São Paulo,2020,Diesel,Automatic,Coupe,43116,52589,2267427324,No,0.6
C1367,Hyundai,Elantra,Japan,Nagoya,2021,Electric,Automatic,Sedan,74829,50000,3741450000,Yes,3.05
C1368,Volkswagen,Passat,UK,Munich,2018,Diesel,Automatic,SUV,25787,11085,285848895,No,2.29
C1369,Toyota,Corolla,Mexico,Chennai,2013,Hybrid,Manual,Sedan,34471,25600,882457600,No,0.88
C1370,Hyundai,Altima,UK,Munich,2021,Diesel,Automatic,Truck,56652,69801,3954366252,No,0.64
C1371,Volkswagen,Optima,Brazil,Nagoya,2010,Petrol,Automatic,Hatchback,42851,71739,3074087889,No,2.23
C1372,Toyota,Optima,South Korea,London,2010,Diesel,Manual,Hatchback,60540,51596,3123621840,No,3.16
C1373,Volkswagen,Passat,China,London,2024,Diesel,Manual,Truck,61116,62188,3800681808,No,2.54
C1374,Nissan,Elantra,USA,Monterrey,2021,Electric,Automatic,Truck,24397,36825,898419525,Yes,1.29
C1375,Tesla,Corolla,South Korea,Paris,2019,Hybrid,Automatic,Hatchback,23510,20913,491664630,No,2.1
C1376,Kia,Civic,USA,Chennai,2024,Diesel,Automatic,Crossover,40654,24332,989193128,No,1.16
C1377,Hyundai,A-Class,Mexico,Monterrey,2014,Hybrid,Automatic,SUV,20614,64895,1337745530,No,3.5
C1378,Hyundai,Mustang,India,Chennai,2023,Petrol,Manual,SUV,19550,14432,282145600,No,2.65
C1379,Mercedes,Optima,UK,Chennai,2022,Electric,Manual,SUV,21625,36570,790826250,Yes,2.19
C1380,Honda,A-Class,Japan,Nagoya,2011,Hybrid,Automatic,Truck,50896,16103,819578288,No,1.54
C1381,Nissan,A-Class,Mexico,Monterrey,2024,Electric,Manual,Hatchback,45346,25900,1174461400,Yes,2.2
C1382,Nissan,Model X,Mexico,Chennai,2015,Diesel,Automatic,Crossover,20896,68415,1429599840,No,1.26
C1383,Ford,Elantra,UK,Shanghai,2016,Petrol,Automatic,Hatchback,39473,77567,3061802191,No,0.2
C1384,Volkswagen,Mustang,Mexico,Nagoya,2010,Electric,Manual,Hatchback,24074,72713,1750492762,Yes,1.44
C1385,Honda,Civic,China,London,2015,Diesel,Automatic,Crossover,14369,68639,986273791,No,3.26
C1386,Tesla,Altima,China,Nagoya,2017,Hybrid,Manual,Sedan,66694,18988,1266385672,No,2.23
C1387,Tesla,Model X,France,Detroit,2021,Petrol,Manual,Crossover,62667,12977,813229659,No,0.39
C1388,Nissan,A-Class,France,Detroit,2014,Petrol,Automatic,Sedan,56647,64641,3661718727,No,3.11
C1389,Tesla,A-Class,China,Chennai,2023,Hybrid,Automatic,Coupe,12622,11268,142224696,No,1.01
C1390,Mercedes,3 Series,Germany,Monterrey,2021,Hybrid,Automatic,Sedan,44327,64431,2856032937,No,0.93
C1391,Hyundai,Mustang,India,London,2016,Petrol,Automatic,SUV,13835,26756,370169260,No,1.11
C1392,BMW,Mustang,USA,Nagoya,2019,Electric,Automatic,SUV,64076,30764,1971234064,Yes,2.06
C1393,Kia,3 Series,India,Monterrey,2015,Petrol,Automatic,Crossover,22177,69912,1550438424,No,1.95
C1394,Ford,Mustang,Brazil,Nagoya,2013,Hybrid,Manual,SUV,28723,50385,1447208355,No,1.77
C1395,Volkswagen,A-Class,Mexico,Nagoya,2024,Electric,Automatic,SUV,30314,25032,758820048,Yes,2.54
C1396,Kia,Optima,Japan,Shanghai,2024,Diesel,Automatic,Coupe,43685,55702,2433341870,No,1.18
C1397,Volkswagen,Corolla,Mexico,Detroit,2016,Petrol,Automatic,SUV,77294,21885,1691579190,No,2.76
C1398,Toyota,A-Class,India,Nagoya,2019,Hybrid,Manual,Truck,76175,19796,1507960300,No,0.7
C1399,Kia,Model X,China,Shanghai,2018,Diesel,Automatic,Truck,42825,42863,1835607975,No,2.76
C1400,BMW,Elantra,UK,Detroit,2019,Petrol,Automatic,Truck,41003,42117,1726923351,No,2.36
C1401,Nissan,3 Series,Brazil,Shanghai,2019,Petrol,Manual,Sedan,20014,30753,615490542,No,2.42
C1402,Mercedes,Civic,China,Monterrey,2022,Electric,Automatic,Crossover,56696,30325,1719306200,Yes,1.74
C1403,Hyundai,Altima,India,Paris,2016,Hybrid,Automatic,Crossover,21417,17021,364538757,No,2.37
C1404,Hyundai,Civic,UK,Detroit,2021,Diesel,Manual,Hatchback,55199,63096,3482836104,No,0.37
C1405,Mercedes,A-Class,Japan,São Paulo,2023,Petrol,Automatic,Coupe,50619,23071,1167830949,No,3.0
C1406,Honda,Model X,India,Paris,2014,Electric,Manual,Truck,25561,74649,1908103089,Yes,0.29
C1407,Toyota,A-Class,USA,Monterrey,2016,Diesel,Automatic,Truck,10447,18041,188474327,No,0.61
C1408,Volkswagen,Elantra,South Korea,Nagoya,2012,Diesel,Automatic,SUV,33132,50058,1658521656,No,2.06
C1409,BMW,Optima,UK,London,2011,Petrol,Manual,Truck,19852,58263,1156637076,No,2.61
C1410,Tesla,Altima,India,Monterrey,2020,Diesel,Automatic,SUV,24153,54470,1315613910,No,0.36
C1411,Kia,Elantra,China,Shanghai,2024,Petrol,Manual,SUV,67615,38223,2584448145,No,3.23
C1412,Toyota,3 Series,USA,Shanghai,2014,Electric,Manual,Hatchback,44255,43575,1928411625,Yes,3.41
C1413,Kia,3 Series,Germany,Shanghai,2013,Electric,Manual,Sedan,72488,55799,4044757912,Yes,2.16
C1414,BMW,A-Class,UK,Shanghai,2014,Diesel,Manual,SUV,38421,31661,1216447281,No,1.74
C1415,Ford,Model X,USA,Monterrey,2017,Petrol,Automatic,SUV,59503,46432,2762843296,No,2.62
C1416,Ford,Elantra,China,London,2021,Hybrid,Manual,Crossover,47168,41147,1940821696,No,1.22
C1417,Toyota,Passat,India,Munich,2013,Electric,Automatic,Hatchback,55675,39114,2177671950,Yes,1.78
C1418,Nissan,Model X,Mexico,Shanghai,2024,Petrol,Automatic,SUV,48238,16030,773255140,No,3.21
C1419,BMW,Optima,Japan,Munich,2018,Petrol,Manual,Coupe,53952,57429,3098409408,No,3.35
C1420,BMW,3 Series,Mexico,London,2016,Petrol,Automatic,Sedan,68823,57743,3974046489,No,3.25
C1421,Mercedes,A-Class,South Korea,London,2019,Diesel,Automatic,Coupe,46649,75615,3527364135,No,0.99
C1422,Nissan,Mustang,USA,Paris,2022,Hybrid,Automatic,Truck,16339,57577,940750603,No,0.89
C1423,Volkswagen,3 Series,South Korea,Detroit,2021,Diesel,Automatic,Sedan,2655,12966,34424730,No,1.11
C1424,Volkswagen,Altima,Japan,São Paulo,2016,Electric,Manual,Truck,7519,13728,103220832,Yes,1.6
C1425,Tesla,Corolla,USA,Chennai,2024,Diesel,Automatic,Crossover,55012,47304,2602287648,No,1.17
C1426,Hyundai,Mustang,France,São Paulo,2022,Petrol,Automatic,SUV,62190,59277,3686436630,No,1.37
C1427,Ford,A-Class,China,Monterrey,2022,Diesel,Manual,Hatchback,26690,10947,292175430,No,2.21
C1428,Volkswagen,Passat,USA,Chennai,2017,Petrol,Automatic,Coupe,11428,76130,870013640,No,2.69
C1429,Nissan,Mustang,China,London,2021,Hybrid,Automatic,Truck,48925,31414,1536929950,No,2.6
C1430,BMW,Altima,Mexico,São Paulo,2015,Diesel,Automatic,SUV,74634,29439,2197150326,No,2.87
C1431,Volkswagen,Model X,Brazil,Seoul,2017,Diesel,Automatic,Coupe,49474,68220,3375116280,No,0.21
C1432,BMW,Passat,UK,Detroit,2012,Diesel,Automatic,Coupe,48296,56785,2742488360,No,0.26
C1433,Volkswagen,3 Series,Brazil,São Paulo,2019,Petrol,Manual,Crossover,49243,46973,2313091439,No,2.78
C1434,Ford,Passat,India,Detroit,2019,Petrol,Automatic,Crossover,79955,78196,6252161180,No,1.91
C1435,Kia,Elantra,UK,Munich,2023,Diesel,Manual,Truck,70535,16089,1134837615,No,2.07
C1436,Volkswagen,Altima,UK,Monterrey,2010,Diesel,Manual,SUV,38177,72235,2757715595,No,0.28
C1437,Nissan,Mustang,Germany,Detroit,2015,Hybrid,Automatic,Hatchback,56821,39400,2238747400,No,0.97
C1438,Volkswagen,Elantra,UK,Munich,2010,Hybrid,Automatic,Truck,59473,25405,1510911565,No,2.27
C1439,Hyundai,Passat,Japan,Shanghai,2018,Electric,Automatic,Coupe,52914,62763,3321041382,Yes,3.02
C1440,Ford,Elantra,Brazil,Munich,2023,Hybrid,Automatic,Coupe,26102,40209,1049535318,No,3.22
C1441,Nissan,Civic,Mexico,Monterrey,2011,Hybrid,Manual,Sedan,30192,27424,827985408,No,1.8
C1442,Mercedes,Altima,China,Paris,2020,Hybrid,Automatic,SUV,49250,30556,1504883000,No,1.95
C1443,Nissan,Optima,India,Shanghai,2011,Petrol,Automatic,Sedan,22260,29330,652885800,No,2.93
C1444,Hyundai,Model X,UK,London,2016,Hybrid,Automatic,Crossover,68956,13236,912701616,No,1.93
C1445,Kia,Passat,India,Nagoya,2011,Hybrid,Automatic,Hatchback,24585,79216,1947525360,No,1.86
C1446,Ford,Altima,Mexico,Munich,2019,Diesel,Automatic,Truck,64464,40312,2598672768,No,3.18
C1447,Mercedes,Optima,India,Munich,2017,Petrol,Automatic,Coupe,23425,31191,730649175,No,2.79
C1448,Hyundai,Optima,Mexico,Detroit,2015,Electric,Automatic,SUV,6115,46640,285203600,Yes,3.19
C1449,Hyundai,A-Class,UK,London,2023,Electric,Automatic,Coupe,37583,72293,2716987819,Yes,0.84
C1450,Toyota,Elantra,Mexico,São Paulo,2016,Hybrid,Automatic,Crossover,68819,46688,3213021472,No,1.88
C1451,Ford,Optima,UK,Seoul,2016,Electric,Manual,Sedan,10105,34122,344802810,Yes,2.96
C1452,Nissan,Civic,Germany,Chennai,2015,Electric,Automatic,Sedan,45108,51224,2310612192,Yes,0.48
C1453,BMW,Altima,Germany,Munich,2019,Electric,Automatic,Truck,19692,16331,321590052,Yes,2.8
C1454,Kia,Corolla,Mexico,São Paulo,2020,Hybrid,Automatic,SUV,3831,52262,200215722,No,0.72
C1455,BMW,Corolla,Germany,Seoul,2018,Electric,Automatic,Crossover,51830,69592,3606953360,Yes,2.85
C1456,Nissan,Passat,China,Chennai,2022,Hybrid,Manual,SUV,50449,43926,2216022774,No,2.18
C1457,Nissan,3 Series,China,Nagoya,2018,Diesel,Automatic,Truck,68882,27528,1896183696,No,0.76
C1458,Ford,Elantra,Germany,Detroit,2024,Diesel,Automatic,Crossover,38086,10068,383449848,No,1.71
C1459,Nissan,3 Series,Germany,São Paulo,2016,Electric,Manual,Crossover,52743,79253,4180040979,Yes,2.42
C1460,Toyota,Optima,France,Detroit,2018,Diesel,Manual,Sedan,59118,53968,3190480224,No,2.26
C1461,Mercedes,Altima,France,Chennai,2022,Hybrid,Automatic,Sedan,78811,58623,4620137253,No,1.55
C1462,Nissan,Passat,UK,Paris,2019,Diesel,Automatic,Sedan,8049,52129,419586321,No,3.16
C1463,BMW,Mustang,Mexico,Munich,2012,Electric,Manual,Coupe,52994,71321,3779585074,Yes,1.87
C1464,Nissan,Optima,South Korea,Shanghai,2012,Hybrid,Automatic,Hatchback,24458,21526,526482908,No,1.82
C1465,Toyota,Elantra,South Korea,Seoul,2010,Petrol,Manual,Sedan,38038,36709,1396336942,No,0.31
C1466,Volkswagen,Corolla,Germany,London,2014,Hybrid,Manual,Hatchback,6333,25063,158723979,No,3.24
