RestaurantID,RestaurantName,CuisineType,City,Rating,AverageCostForTwo,DeliveryAvailable,NumberOfReviews,EstablishedYear,MonthlyRevenue
R2578,Red Grill,Mediterranean,London,4.7,350,No,1112,1996,64710
R2579,Street Hub,Mediterranean,Tokyo,3.2,1350,Yes,1816,2013,51230
R2580,Royal Corner,Italian,San Francisco,2.9,1370,No,1940,1990,133330
R2581,Fire Corner,Chinese,Dubai,3.6,330,Yes,433,2007,80030
R2582,Golden Corner,Japanese,Berlin,3.5,1580,Yes,127,1994,57900
R2583,Ocean Bistro,Mexican,Singapore,3.9,1060,No,377,2018,85210
R2584,Spice Bistro,Korean,Berlin,4.0,1810,Yes,1139,1996,51100
R2585,Royal Grill,Mediterranean,Singapore,4.4,1230,Yes,1138,2016,36010
R2586,Fire Palace,French,London,3.8,1600,Yes,1336,2010,137880
R2587,Blue Hub,American,Dubai,2.8,1860,No,639,1991,147120
R2588,Red Lounge,French,London,4.6,630,No,1927,2016,157470
R2589,Red Bistro,Italian,London,3.3,470,Yes,1774,2017,180040
R2590,Urban Palace,Italian,Tokyo,4.9,1870,No,157,2002,105130
R2591,Red House,Thai,New York,2.8,350,Yes,1899,2019,124890
R2592,Urban Café,Chinese,Sydney,4.9,690,Yes,159,2004,185630
R2593,Ocean Kitchen,Korean,Toronto,2.7,1340,No,825,2015,152910
R2594,Red Hub,Mediterranean,Berlin,3.1,1750,No,265,1989,180370
R2595,Green Garden,French,San Francisco,2.6,870,Yes,91,2016,176850
R2596,Spice Kitchen,American,Singapore,4.3,1110,Yes,25,2003,109290
R2597,Fire Hub,Italian,London,4.6,1400,Yes,910,1985,57190
R2598,Spice Garden,Italian,New York,3.6,1590,No,202,1991,184380
R2599,Golden Bistro,Chinese,London,4.8,350,No,732,2006,131170
R2600,Green Café,American,Dubai,4.0,720,Yes,1107,2018,138340
R2601,Blue Corner,American,Tokyo,4.1,680,No,1310,1994,58550
R2602,Golden Grill,Chinese,San Francisco,4.6,1830,No,1094,2010,153690
R2603,Ocean Palace,Italian,Sydney,3.2,810,No,982,2016,47510
R2604,Green Grill,Korean,Dubai,3.4,1030,Yes,960,2011,27240
R2605,Ocean Corner,Japanese,Paris,4.8,1730,Yes,545,1996,114450
R2606,Blue Bistro,Japanese,San Francisco,4.8,750,Yes,1568,2007,113690
R2607,Fire House,Chinese,London,4.9,1390,Yes,352,1998,114880
R2608,Street Palace,American,Dubai,4.8,1090,No,404,2018,100490
R2609,Red Café,Mediterranean,Sydney,2.8,1690,No,952,2001,153570
R2610,Red Corner,Chinese,New York,4.6,1390,Yes,267,1990,182330
R2611,Spice Grill,Korean,New York,3.5,920,No,1231,2011,33290
R2612,Red Lounge,Chinese,Berlin,5.0,880,Yes,62,1992,145380
R2613,Golden Café,Indian,Sydney,3.7,1960,Yes,660,2017,160530
R2614,Royal Grill,French,New York,3.9,1170,Yes,280,2019,165350
R2615,Street Kitchen,American,Dubai,3.8,210,Yes,210,2001,113610
R2616,Royal Palace,Thai,Berlin,3.3,720,Yes,405,2010,90570
R2617,Red Café,Thai,New York,2.7,1380,Yes,387,1991,136310
R2618,Spice Palace,American,San Francisco,4.7,260,No,1924,2008,125590
R2619,Ocean Bistro,Korean,Tokyo,4.5,1670,Yes,685,2009,62940
R2620,Golden Grill,Indian,Paris,2.8,1770,Yes,1637,2019,116560
R2621,Street Palace,Indian,Sydney,4.4,940,Yes,544,2010,153700
R2622,Blue Garden,Italian,Dubai,4.1,1140,No,932,1989,101490
R2623,Fire Hub,French,Singapore,3.5,220,Yes,1121,2022,164780
R2624,Royal Kitchen,Japanese,London,3.1,980,No,407,2019,31230
R2625,Green Grill,Mexican,Dubai,4.6,360,Yes,1215,2014,198720
R2626,Royal Garden,Korean,New York,4.3,1310,Yes,876,2009,186480
R2627,Urban Garden,Mexican,Dubai,3.9,710,No,1316,2008,173660
R2628,Red House,Mexican,Singapore,4.0,260,Yes,1566,2014,88740
R2629,Golden Café,American,London,2.7,1310,Yes,570,2004,57660
R2630,Red Garden,Thai,Berlin,3.7,1520,Yes,199,1987,105870
R2631,Red Palace,Thai,New York,3.0,730,Yes,214,2016,90560
R2632,Blue Corner,Japanese,Toronto,3.0,800,No,977,1992,102990
R2633,Ocean Lounge,American,New York,4.2,1280,Yes,53,2007,55630
R2634,Fire Garden,Mexican,Paris,4.8,350,Yes,1013,2000,130980
R2635,Red Palace,Mediterranean,Toronto,3.5,660,Yes,1333,2019,98490
R2636,Green Garden,Thai,Paris,3.0,670,Yes,1028,2009,157710
R2637,Street Café,Korean,Singapore,4.1,1400,Yes,649,1999,80350
R2638,Fire Palace,Korean,Sydney,4.7,830,Yes,1003,1992,171040
R2639,Golden Café,Italian,London,4.4,690,Yes,710,2018,99590
R2640,Ocean Café,Chinese,Tokyo,4.7,600,Yes,1715,2009,51960
R2641,Green Palace,Mediterranean,Berlin,3.8,410,Yes,1312,2003,195690
R2642,Red House,Thai,Tokyo,4.4,1340,Yes,722,1997,61310
R2643,Fire Grill,Indian,San Francisco,2.9,240,Yes,1418,1996,24120
R2644,Street Palace,Thai,San Francisco,3.4,1640,No,646,1999,106740
R2645,Street Bistro,Italian,Singapore,3.5,1200,Yes,813,2007,131510
R2646,Street Bistro,Korean,Sydney,3.8,970,No,320,1986,58470
R2647,Green Kitchen,Mexican,San Francisco,4.8,600,Yes,887,2007,107940
R2648,Green Hub,Indian,New York,4.7,1110,No,1561,1989,30810
R2649,Green Garden,American,Dubai,2.8,1820,Yes,866,2018,102160
R2650,Blue Kitchen,French,Paris,2.9,1870,Yes,283,1994,103890
R2651,Red Garden,Mexican,San Francisco,3.4,410,No,1515,2011,106140
R2652,Red Hub,French,Singapore,3.2,1950,No,1839,1988,195250
R2653,Street Kitchen,Mediterranean,Paris,4.0,720,Yes,1484,1988,122450
R2654,Green Corner,Chinese,New York,4.8,1120,Yes,1565,1992,195040
R2655,Spice Kitchen,Indian,Sydney,4.9,290,Yes,540,1990,143590
R2656,Street House,Japanese,London,4.1,1650,Yes,1558,2009,65270
R2657,Blue Café,Indian,Tokyo,4.6,680,Yes,26,2011,146670
R2658,Spice Hub,Thai,New York,3.8,900,No,727,2004,86930
R2659,Golden House,Korean,Berlin,3.0,1770,Yes,1063,2011,69030
R2660,Urban Corner,Thai,Toronto,3.8,380,Yes,479,1991,20550
R2661,Ocean Garden,Thai,Singapore,3.9,740,Yes,820,2007,154140
R2662,Street Kitchen,Mediterranean,Tokyo,4.4,400,No,1337,2004,42630
R2663,Blue Grill,Mexican,Berlin,3.0,450,No,564,2018,104820
R2664,Blue House,Japanese,London,3.4,470,Yes,102,2013,170500
R2665,Red Lounge,Japanese,Berlin,3.4,1860,Yes,891,1989,192180
R2666,Green Café,Thai,Sydney,4.9,1800,Yes,587,2011,72700
R2667,Golden Hub,French,Toronto,3.6,590,Yes,640,1996,162720
R2668,Fire Corner,Mediterranean,Paris,4.4,480,Yes,830,2001,165260
R2669,Blue Hub,Thai,Tokyo,4.4,390,No,593,2021,167420
R2670,Red Palace,Chinese,Toronto,3.2,390,No,855,2018,121060
R2671,Spice Garden,Korean,Dubai,3.9,930,Yes,1195,2014,127930
R2672,Red House,Mexican,New York,4.7,1590,Yes,851,2020,35010
R2673,Urban Grill,American,Dubai,3.7,1390,Yes,337,1990,172950
R2674,Spice Grill,Chinese,New York,4.9,1160,Yes,1814,2016,175530
R2675,Blue Palace,French,Sydney,3.0,1390,No,739,2016,135130
R2676,Urban Hub,Indian,Toronto,2.7,440,Yes,263,1993,61360
R2677,Royal Bistro,Indian,London,4.7,1720,Yes,1473,2006,167050
R2678,Royal Hub,Chinese,San Francisco,4.6,230,No,580,1994,184030
R2679,Red Bistro,Thai,Berlin,5.0,230,Yes,553,2013,194160
R2680,Spice Corner,American,San Francisco,4.2,1560,No,860,1995,110160
R2681,Blue House,Italian,Toronto,4.8,1620,No,129,2012,159470
R2682,Fire House,Italian,Dubai,4.6,450,No,984,1986,138530
R2683,Blue Hub,French,San Francisco,4.6,980,Yes,831,2005,163530
R2684,Street Palace,Thai,Singapore,3.9,1090,Yes,523,2015,27470
R2685,Golden Hub,Japanese,San Francisco,3.5,900,Yes,1663,2001,125580
R2686,Street Corner,Japanese,New York,4.8,1790,Yes,1582,2011,180710
R2687,Urban Garden,Mexican,Singapore,3.6,950,No,988,2014,90040
R2688,Golden House,American,Tokyo,3.8,1180,Yes,106,1992,193510
R2689,Red Café,American,San Francisco,3.6,1990,Yes,880,2021,176410
R2690,Spice Café,Indian,Singapore,3.9,1460,Yes,1403,1989,55470
R2691,Blue Corner,Mediterranean,Toronto,3.7,510,No,1450,2010,50150
R2692,Ocean Kitchen,French,Berlin,2.6,280,Yes,266,1990,40230
R2693,Spice House,Italian,Tokyo,4.7,970,Yes,137,2000,105920
R2694,Red Hub,French,London,3.6,320,Yes,1392,1985,125120
R2695,Royal Garden,Japanese,London,4.0,1430,No,1189,1993,53240
R2696,Blue Café,Japanese,Sydney,2.8,1910,Yes,1690,2005,128790
R2697,Urban Grill,Chinese,San Francisco,2.5,1150,Yes,66,1991,56750
R2698,Spice Garden,Mexican,Berlin,3.1,1020,Yes,591,1999,121110
R2699,Street Bistro,American,Paris,4.3,1770,Yes,1981,2008,183890
R2700,Golden Lounge,Korean,Singapore,2.7,1630,No,565,1989,75330
R2701,Green House,French,Tokyo,4.8,1590,No,733,2022,117130
R2702,Royal Corner,Japanese,Toronto,3.0,370,Yes,1720,2013,71750
R2703,Spice Corner,Mediterranean,San Francisco,3.0,1600,Yes,662,1995,58780
R2704,Royal Lounge,Indian,Toronto,3.0,1120,Yes,1109,1988,110130
R2705,Street Grill,Italian,Paris,2.5,430,No,167,1994,50930
R2706,Blue House,Mexican,Sydney,4.4,1210,Yes,94,2018,167760
R2707,Blue Café,Mediterranean,Paris,4.7,1590,No,331,1988,133040
R2708,Fire Hub,Mexican,New York,4.0,790,No,318,1994,192410
R2709,Ocean Palace,Chinese,Dubai,3.0,790,No,1563,2017,96180
R2710,Blue Grill,Korean,Tokyo,3.2,1190,No,293,2002,99770
R2711,Spice Palace,Japanese,Dubai,3.7,200,Yes,1933,1996,45500
R2712,Royal Garden,Indian,Paris,4.9,620,No,1075,2007,32250
R2713,Red Lounge,Mediterranean,Sydney,3.1,740,No,1012,2009,180110
R2714,Golden Grill,Mexican,Sydney,4.3,1870,Yes,1927,2021,108450
R2715,Urban Grill,American,London,3.6,530,No,1918,1988,94530
R2716,Urban House,Chinese,San Francisco,3.2,530,No,143,1997,115310
R2717,Urban Hub,American,London,3.6,1950,No,623,2002,65560
R2718,Green Kitchen,Indian,Tokyo,2.7,1800,Yes,658,2013,47170
R2719,Red Kitchen,Mediterranean,Tokyo,4.5,1770,Yes,1437,2014,53920
R2720,Green Bistro,Chinese,Tokyo,3.1,1290,Yes,1526,2022,154860
R2721,Urban Grill,Mediterranean,Toronto,4.3,1030,No,1255,2012,112540
R2722,Fire House,Japanese,London,2.7,1090,No,238,1991,81220
R2723,Royal Garden,Thai,Toronto,4.9,980,Yes,1839,2008,127240
R2724,Urban Palace,Chinese,Dubai,3.0,900,Yes,1485,1994,118000
R2725,Red Hub,American,San Francisco,4.7,900,No,1007,2021,194650
R2726,Fire Hub,Indian,Paris,4.5,1330,Yes,1339,2011,86390
R2727,Urban House,Korean,Singapore,4.9,480,Yes,1861,2005,154450
R2728,Ocean Lounge,Japanese,London,3.7,1700,No,1942,2020,67500
R2729,Golden Lounge,Thai,Singapore,4.3,1810,Yes,128,2013,158200
R2730,Blue Grill,Korean,Sydney,3.4,1620,Yes,1644,1991,46540
R2731,Spice Kitchen,Italian,London,3.0,1160,No,1895,1997,185390
R2732,Spice Lounge,Japanese,Dubai,3.6,720,Yes,947,2007,50690
R2733,Spice Bistro,Indian,London,2.9,1640,No,333,2009,157130
R2734,Fire Kitchen,Mexican,Toronto,5.0,830,Yes,930,1997,96630
R2735,Street Garden,Chinese,San Francisco,2.7,800,Yes,168,2021,83030
R2736,Golden Café,Mediterranean,Paris,4.0,1270,Yes,248,2014,81420
R2737,Red Café,Indian,Berlin,4.1,560,Yes,405,2010,116680
R2738,Urban Café,Chinese,Paris,3.8,1540,Yes,329,1996,57550
R2739,Red Grill,Korean,Paris,4.2,270,Yes,1880,1985,174290
R2740,Red Kitchen,Mediterranean,Sydney,2.8,970,Yes,1222,2002,28300
R2741,Blue Bistro,French,Dubai,3.9,870,Yes,318,2005,156250
R2742,Street Garden,American,Singapore,3.2,400,Yes,258,2008,85740
R2743,Green Café,Italian,Dubai,4.9,1130,Yes,547,2001,156930
R2744,Spice Corner,Japanese,Berlin,4.4,940,Yes,710,1993,81210
R2745,Golden Café,Indian,Sydney,4.9,1760,Yes,1539,2012,175260
R2746,Street Kitchen,Italian,San Francisco,2.6,1720,Yes,403,1999,33420
R2747,Ocean Café,Mexican,Paris,3.2,1610,Yes,661,1997,123560
R2748,Royal House,Chinese,Toronto,3.0,970,No,1027,2012,129360
R2749,Blue Palace,Chinese,Sydney,2.5,850,Yes,415,2001,144900
R2750,Red Palace,Indian,Tokyo,3.1,1770,Yes,1009,1993,38440
R2751,Fire House,Thai,London,4.2,1650,No,1214,2005,152490
R2752,Fire Bistro,Thai,Dubai,3.1,730,Yes,30,2014,188450
R2753,Street Palace,French,Sydney,3.8,1190,Yes,1708,1995,22000
R2754,Spice Palace,American,Tokyo,4.7,400,Yes,1616,2014,188990
R2755,Fire Bistro,Mediterranean,Singapore,4.2,720,Yes,1627,2020,78710
R2756,Street House,Mexican,Berlin,3.5,1020,Yes,164,2009,155170
R2757,Urban Grill,Italian,Berlin,3.4,1630,Yes,1861,1991,56960
R2758,Street Garden,Thai,Paris,3.6,1750,No,876,2004,114670
R2759,Urban House,French,Paris,2.9,230,Yes,568,2019,64890
R2760,Green Hub,French,Sydney,4.1,740,Yes,203,1994,40160
R2761,Red Hub,Indian,Sydney,3.4,340,Yes,1257,2019,103580
R2762,Green Lounge,Mexican,San Francisco,4.6,830,Yes,408,1985,29750
R2763,Fire Café,Korean,London,4.4,1310,Yes,1782,1998,93050
R2764,Royal Lounge,Mediterranean,New York,4.0,1630,No,289,1989,192430
R2765,Street Garden,American,Singapore,3.4,1370,No,989,2022,22090
R2766,Spice Corner,Japanese,Paris,3.0,390,No,1043,2018,150550
R2767,Street Grill,Indian,New York,4.4,830,Yes,1409,2008,118000
R2768,Green Grill,Mediterranean,New York,3.7,520,No,481,1988,22130
R2769,Fire Kitchen,Japanese,London,3.1,1000,Yes,161,2011,77820
R2770,Urban Garden,Japanese,Toronto,3.0,1450,Yes,1889,1989,94020
R2771,Spice Garden,Mexican,Toronto,2.9,880,Yes,1649,1997,23030
R2772,Ocean Kitchen,Mexican,Paris,4.4,1860,No,1157,2005,192440
R2773,Royal Lounge,Italian,Tokyo,3.1,1830,Yes,1730,2021,89510
R2774,Fire Garden,French,London,3.8,1130,Yes,811,2016,136530
R2775,Fire Café,Mediterranean,London,3.6,870,No,562,2022,41670
R2776,Red Corner,Indian,Dubai,3.9,1060,Yes,1457,2015,79590
R2777,Golden Grill,Chinese,New York,4.7,400,Yes,1556,2016,44740
R2778,Urban Corner,Indian,Dubai,4.7,820,Yes,739,1999,158550
R2779,Ocean Lounge,Italian,New York,3.6,1040,Yes,522,2014,43770
R2780,Red Hub,American,Toronto,2.5,1530,Yes,1959,1991,62750
R2781,Green Grill,French,Paris,3.6,430,Yes,1022,2022,144740
R2782,Fire Kitchen,Chinese,Singapore,4.0,1300,Yes,180,2015,115520
R2783,Golden Corner,Thai,Toronto,3.9,1140,No,859,2010,92750
R2784,Royal Hub,American,London,4.1,1020,No,803,2020,174850
R2785,Red Palace,Mexican,Singapore,2.9,1210,No,1598,2010,27720
R2786,Ocean Bistro,Japanese,Sydney,4.1,970,Yes,134,1986,139690
R2787,Golden House,Thai,Singapore,3.0,1970,Yes,184,1993,153450
R2788,Royal Bistro,Indian,Singapore,4.4,1430,Yes,513,1989,96050
R2789,Fire House,Indian,Toronto,3.3,1590,No,1810,2011,32990
R2790,Blue Lounge,Mexican,London,4.3,1390,No,1810,1996,178530
R2791,Royal Kitchen,Italian,Singapore,2.6,340,No,1418,2019,140970
R2792,Ocean Café,Mediterranean,Toronto,3.5,1020,Yes,720,2013,103370
R2793,Green Garden,Thai,Toronto,4.3,1870,Yes,1801,2000,71630
R2794,Street Lounge,Thai,Singapore,3.1,1880,No,1717,2003,141340
R2795,Street Bistro,Korean,New York,4.5,250,Yes,1604,2011,38390
R2796,Spice House,American,London,4.1,860,Yes,1985,2002,65940
R2797,Royal Lounge,French,Berlin,4.0,1800,No,115,1997,191860
R2798,Urban House,American,Singapore,3.4,1900,Yes,1980,2014,121900
R2799,Green House,Mediterranean,Dubai,3.7,1410,Yes,1670,2010,197020
R2800,Green House,Indian,Dubai,4.0,1680,Yes,537,1990,183590
R2801,Street Corner,Indian,Sydney,3.7,1030,Yes,47,1987,66260
R2802,Ocean Lounge,Indian,London,4.2,1300,Yes,404,2007,139900
R2803,Blue Corner,Korean,Toronto,3.6,1640,Yes,1788,1996,124500
R2804,Street Café,Indian,San Francisco,3.0,1550,No,930,1999,49400
R2805,Green Lounge,Mediterranean,Paris,3.0,830,Yes,486,1985,93980
R2806,Urban Café,Mexican,Tokyo,2.5,1450,Yes,1500,1992,74580
R2807,Spice Garden,French,San Francisco,3.3,470,Yes,731,2015,40520
R2808,Ocean Hub,Mediterranean,London,4.4,1170,Yes,1538,1995,140440
R2809,Street Café,French,London,4.5,1600,Yes,324,2001,83050
R2810,Spice Grill,Mediterranean,Singapore,3.0,320,No,1318,2011,104070
R2811,Red Grill,Indian,Singapore,4.9,1850,Yes,1497,2015,27850
R2812,Street House,Mexican,San Francisco,3.8,1720,Yes,1713,2011,89790
R2813,Golden House,Thai,Toronto,4.8,1700,No,1297,1998,36350
R2814,Fire Kitchen,American,Sydney,4.3,1050,Yes,1643,2007,162790
R2815,Fire Kitchen,Japanese,Singapore,4.3,400,Yes,1679,1989,162720
R2816,Street Lounge,Mexican,Tokyo,2.7,820,Yes,1462,2014,124910
R2817,Ocean Corner,Thai,Tokyo,3.0,1770,Yes,374,2018,139440
R2818,Red Grill,Italian,Sydney,2.5,1300,Yes,190,2003,51090
R2819,Urban Kitchen,Mediterranean,New York,4.3,950,Yes,743,2015,145150
R2820,Golden Bistro,Italian,New York,3.4,920,Yes,885,2000,70040
R2821,Street Kitchen,Thai,London,4.5,1790,No,1003,2011,94450
R2822,Red Lounge,Mexican,Singapore,3.3,1710,Yes,670,2010,22840
R2823,Royal Lounge,Mediterranean,Dubai,4.5,260,Yes,253,2023,137730
R2824,Royal Hub,Japanese,San Francisco,2.8,910,Yes,322,2013,122020
R2825,Royal Palace,Indian,Berlin,2.9,1480,Yes,85,2023,44130
R2826,Blue Corner,Mediterranean,Sydney,3.4,1500,Yes,1914,2013,92350
R2827,Green Palace,Mediterranean,London,3.5,1230,Yes,271,2015,113190
R2828,Urban Palace,Mexican,Dubai,3.4,470,No,240,1986,83350
R2829,Green House,Mexican,Singapore,4.4,620,No,712,1990,190270
R2830,Street Bistro,Thai,Dubai,2.7,1160,Yes,1413,1993,102170
R2831,Red Palace,Chinese,Dubai,3.4,650,No,655,1999,122370
R2832,Royal Lounge,Mediterranean,Sydney,4.6,200,Yes,1342,2004,179660
R2833,Royal Kitchen,American,London,2.7,1850,Yes,1797,1986,59370
R2834,Golden Café,Mediterranean,Toronto,4.9,1210,No,1421,1987,68070
R2835,Fire Lounge,Thai,Tokyo,5.0,540,No,766,2014,169500
R2836,Urban Bistro,French,San Francisco,2.7,730,Yes,1810,1992,83360
R2837,Fire Corner,Italian,London,3.2,430,Yes,1358,2005,85240
R2838,Spice Corner,Indian,Berlin,3.4,1750,Yes,851,2023,194090
R2839,Ocean Hub,Chinese,Dubai,4.4,410,Yes,888,1997,77220
R2840,Ocean House,Japanese,Toronto,4.0,350,No,1489,2021,194520
R2841,Royal Lounge,Japanese,Sydney,4.1,320,Yes,1545,2016,111300
R2842,Street Hub,Japanese,Paris,4.4,1190,Yes,1376,1998,60980
R2843,Fire Lounge,Mexican,San Francisco,2.8,1190,Yes,525,1985,172650
R2844,Ocean Kitchen,Japanese,San Francisco,4.6,810,Yes,451,2011,116640
R2845,Spice Hub,Indian,Tokyo,4.3,1900,No,1582,2008,156020
R2846,Green Palace,Italian,Paris,3.9,1060,No,592,2006,125170
R2847,Green Grill,Japanese,Singapore,4.7,970,Yes,271,1998,185590
R2848,Spice Café,Mediterranean,Paris,4.3,1790,Yes,758,1992,100950
R2849,Ocean Grill,Mediterranean,Dubai,3.0,860,Yes,828,2011,166170
R2850,Green House,Mexican,Dubai,3.6,1100,Yes,1011,1987,195270
R2851,Green Lounge,Indian,Dubai,3.7,1960,Yes,1496,2017,97970
R2852,Golden Lounge,Italian,Dubai,2.6,520,Yes,876,2005,29500
R2853,Green Kitchen,Chinese,London,4.9,1340,Yes,1723,2016,64360
R2854,Blue Kitchen,Thai,San Francisco,2.8,380,Yes,617,2016,47440
R2855,Street House,Italian,Paris,4.2,1830,No,919,2008,181140
R2856,Fire Palace,Thai,San Francisco,3.8,1430,Yes,1260,1995,39200
R2857,Fire House,French,Berlin,2.6,1620,No,532,2021,118760
R2858,Urban Palace,Thai,Paris,4.8,1390,Yes,1811,2005,84190
R2859,Urban Palace,American,London,4.6,1160,No,1222,2002,111600
R2860,Ocean Garden,Mediterranean,Berlin,3.8,430,Yes,1242,1995,81720
R2861,Golden Bistro,Indian,San Francisco,3.1,460,No,1046,2011,79300
R2862,Red Garden,Korean,Berlin,2.8,1960,Yes,1922,2022,58080
R2863,Green Café,Mexican,Tokyo,3.4,940,No,171,1985,149720
R2864,Street Garden,American,Berlin,3.1,420,No,1605,2013,135070
R2865,Red Lounge,Thai,Paris,3.8,1800,Yes,1526,2005,166560
R2866,Fire Garden,Japanese,Dubai,4.9,600,Yes,1468,2013,67380
R2867,Green Palace,Indian,Dubai,3.9,750,No,14,1993,194880
R2868,Golden Café,American,Singapore,4.7,1760,No,211,1991,156040
R2869,Blue Kitchen,Mexican,San Francisco,4.1,1780,No,425,2022,158080
R2870,Red House,Mediterranean,Tokyo,3.7,1170,No,1045,2015,126970
R2871,Royal House,Indian,Paris,4.6,1650,No,957,2011,150340
R2872,Urban Corner,Mexican,Paris,3.7,250,Yes,1430,2016,58840
R2873,Royal Palace,French,Sydney,4.7,1990,Yes,1374,1989,27320
R2874,Red Kitchen,French,New York,3.2,590,Yes,761,2017,180410
R2875,Golden Palace,Mexican,San Francisco,2.8,610,Yes,959,1999,199650
R2876,Red Grill,American,Paris,4.6,510,Yes,382,1989,187070
R2877,Street Hub,Indian,Toronto,4.0,290,Yes,1411,2004,56990
R2878,Street Grill,American,Paris,4.7,880,Yes,1258,2022,71810
R2879,Blue Bistro,Chinese,Sydney,4.8,280,Yes,1215,2021,105530
R2880,Ocean Bistro,Thai,Berlin,2.6,880,Yes,1330,2001,149680
R2881,Ocean Bistro,Chinese,London,3.8,1580,Yes,1849,1988,120840
R2882,Spice Palace,French,London,3.4,1180,Yes,1340,2005,152800
R2883,Street Hub,Mediterranean,Toronto,4.1,930,Yes,440,2018,47540
R2884,Urban Bistro,Italian,Toronto,4.5,1220,No,699,1989,198560
R2885,Golden Corner,Thai,Singapore,3.2,1420,Yes,127,1988,194900
R2886,Royal Bistro,French,London,3.9,1210,No,1385,2006,126180
R2887,Royal Lounge,American,Berlin,4.3,270,Yes,597,1998,178170
R2888,Blue Grill,American,London,2.8,1960,Yes,1079,1988,38030
R2889,Street House,American,New York,4.5,1710,Yes,236,1992,102720
R2890,Blue Café,Mediterranean,San Francisco,4.0,1800,Yes,1389,1987,176680
R2891,Spice Grill,Chinese,London,4.9,380,Yes,1327,2013,89060
R2892,Spice Grill,Italian,Dubai,3.3,210,Yes,1273,2010,139310
R2893,Ocean Grill,American,Singapore,2.8,740,No,357,2014,49880
R2894,Fire Café,Korean,Sydney,3.8,1580,No,150,1996,92040
R2895,Urban Palace,Thai,Toronto,2.7,360,No,213,1999,150280
R2896,Street Bistro,Indian,New York,4.9,1890,No,1695,1986,105160
R2897,Blue Corner,Korean,Toronto,2.6,800,Yes,1013,1985,43610
R2898,Blue Lounge,Italian,Singapore,4.4,1500,Yes,1675,2012,196180
R2899,Golden Garden,Mediterranean,Paris,3.8,1050,Yes,870,2019,184860
R2900,Royal Palace,Italian,New York,3.4,540,Yes,854,2018,167740
R2901,Golden House,Indian,Tokyo,2.7,1220,No,1004,1988,69120
R2902,Spice Hub,Thai,New York,4.1,850,No,1302,2002,27460
R2903,Red Lounge,Indian,Singapore,4.0,200,No,322,1996,163730
R2904,Street Bistro,Mexican,Sydney,3.2,1540,No,1451,2005,69080
R2905,Fire House,Thai,New York,4.8,1670,Yes,1948,1994,56910
R2906,Blue Bistro,Italian,Singapore,3.3,1900,Yes,146,2005,136770
R2907,Street Palace,American,Berlin,3.6,1380,Yes,1661,2009,50640
R2908,Blue Corner,Italian,San Francisco,3.9,1530,No,360,2001,37190
R2909,Urban Bistro,Italian,London,2.8,740,No,1194,1990,80260
R2910,Urban Hub,Thai,Berlin,4.8,1190,Yes,1700,1998,127280
R2911,Red Café,Mexican,Singapore,3.4,400,Yes,182,2021,160730
R2912,Spice Palace,Italian,Dubai,2.7,700,Yes,1163,2002,97370
R2913,Spice Lounge,Korean,Paris,3.5,1930,Yes,88,2014,91840
R2914,Fire Lounge,French,London,4.0,1820,No,988,1993,37890
R2915,Golden House,Japanese,Dubai,3.8,1190,Yes,578,1998,165750
R2916,Ocean Corner,Japanese,Sydney,4.2,270,Yes,872,2001,156860
R2917,Fire Kitchen,Italian,Toronto,2.6,870,Yes,66,2018,163510
R2918,Spice House,Korean,Tokyo,3.2,1260,No,1433,2006,22590
R2919,Green Grill,American,London,4.5,1630,Yes,372,2016,162340
R2920,Spice Bistro,Mediterranean,Berlin,2.7,860,Yes,1368,1996,172660
R2921,Ocean Bistro,Mediterranean,Paris,4.6,210,Yes,143,2000,92520
R2922,Green Lounge,Thai,Dubai,2.7,200,Yes,23,2006,20990
R2923,Blue Kitchen,Japanese,Singapore,4.6,200,Yes,292,2022,59050
R2924,Golden Bistro,Italian,London,3.4,1210,No,815,2023,170900
R2925,Golden Corner,Mediterranean,Toronto,4.0,1340,No,1692,1986,43420
R2926,Blue Corner,Italian,Singapore,2.9,1540,Yes,1454,1992,100910
R2927,Blue Lounge,Thai,Dubai,2.7,1070,Yes,136,1985,70240
R2928,Golden Garden,Japanese,Paris,3.0,1110,No,1805,1989,134410
R2929,Street Café,Indian,New York,2.8,370,Yes,1859,2020,157550
